year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified
2010,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1106.3,1105.3,1,1025.7,80.6
2010,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2006,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2854.4,2386.6,467.8,2327.6,526.8
2007,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2816.8,2349.2,467.6,2285,531.8
2008,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2729.3,2284.9,444.4,2247.1,482.2
2009,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2675.5,2247.1,428.4,2222,453.5
2010,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2650,2212.7,437.3,2232.2,417.8
2011,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2618.9,2192.7,426.2,2250.4,368.5
2011,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,10.5,10.5,,8.5,2
2011,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1726.2,960.9,765.3,1484.5,241.7
2012,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2598.2,2189.8,408.4,2206.7,391.5
2011,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1391.7,1018.9,372.8,1173.6,218.1
2011,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1227.2,1173.8,53.4,1076.8,150.4
2011,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,44.1,28,16.1,41.3,2.8
2011,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1150.3,1149.3,1,1067.8,82.5
2011,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2013,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2579,2161,418,2253.3,325.7
2014,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2599.2,2197.2,402,2315.3,283.9
2015,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2635.6,2227.5,408.1,2379,256.6
2016,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2679.4,2267.4,412,2521.8,157.6
2017,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2751.3,2335,416.3,2569.4,181.9
2018,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2797.9,2371.8,426.1,2592.2,205.7
2019,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2835.7,2405.5,430.2,2600.2,235.5
2020,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,2947.6,2492.2,455.4,2671,276.6
2021,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3056.8,2574.4,482.4,2735.6,321.2
2022,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3158.3,2653.7,504.6,2802.3,356
2023,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3246.1,2719.6,526.5,2870.9,375.2
2024,Liberecký kraj,CZ051,Liberec Region,Základní škola,Basic School,3292.8,2749.7,543.1,2918.5,374.3
2012,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,10,10,,6,4
2012,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1665.8,927.8,738,1381.4,284.4
2012,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1360.9,1004.3,356.6,1140.5,220.4
2012,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1237.3,1185.5,51.8,1066.2,171.1
2012,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,41.1,17.7,23.4,27.6,13.5
2012,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1199.1,1196.1,3,1093.8,105.3
2012,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2013,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,11.9,11.9,,7.9,4
2013,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1560.6,898.3,662.3,1313,247.6
2013,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1345.9,988.2,357.7,1163.8,182.1
2013,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1233.1,1172.8,60.3,1089.5,143.6
2013,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,37.3,18.2,19.1,33.5,3.8
2013,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1231.8,1229.1,2.7,1120.7,111.1
2013,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2014,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13.6,13.6,,9.6,4
2014,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1528.8,871,657.8,1318.3,210.5
2014,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1350,1004.6,345.4,1196.7,153.3
2014,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1249.2,1192.6,56.6,1118.6,130.6
2014,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,37.9,22,15.9,33.7,4.2
2014,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1262.8,1261,1.8,1145,117.8
2014,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2015,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,13,,8,5
2015,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1483.4,859.2,624.2,1360.9,122.5
2015,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1332.4,984.1,348.3,1197.7,134.7
2015,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1303.2,1243.4,59.8,1181.3,121.9
2015,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,35,21.5,13.5,31.8,3.2
2015,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1279.2,1276.3,2.9,1185.8,93.4
2015,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2016,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,13,,11,2
2016,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1444.1,834.6,609.5,1391.1,53
2016,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1337.4,988.5,348.9,1255.5,81.9
2016,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1342,1278.9,63.1,1266.3,75.7
2016,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,28.1,14.1,14,25.9,2.2
2016,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1277.4,1270.9,6.5,1212.4,65
2016,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2017,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,13,,11,2
2017,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1417.8,817.4,600.4,1358.9,58.9
2017,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1353.9,1004.9,349,1260,93.9
2017,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1397.4,1330.1,67.3,1309.4,88
2017,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,33.9,17.1,16.8,29.4,4.5
2017,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1266,1262.4,3.6,1192.8,73.2
2017,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2018,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,10,10,,9,1
2018,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1422.2,818.4,603.8,1366.9,55.3
2018,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1372.2,1019.2,353,1275.7,96.5
2018,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1425.7,1352.6,73.1,1316.5,109.2
2018,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,33.6,20.6,13,32.1,1.5
2018,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1257.5,1255.6,1.9,1231.9,25.6
2018,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2019,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,11,11,,10,1
2019,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1422.7,817.3,605.4,1352.8,69.9
2019,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1411.4,1049.3,362.1,1292.5,118.9
2019,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1424.3,1356.2,68.1,1307.7,116.6
2019,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,31.8,20.1,11.7,28.5,3.3
2019,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1259.2,1256.3,2.9,1231.5,27.7
2019,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2020,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1485.6,857,628.6,1394.7,90.9
2020,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1488.8,1103.6,385.2,1353.8,135
2020,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1458.8,1388.6,70.2,1317.2,141.6
2020,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,19.3,8.8,10.5,16.6,2.7
2020,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1389.3,1383.1,6.2,1322.3,67
2020,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,12,1,11,2
2020,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2021,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1529.9,885,644.9,1433.2,96.7
2021,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1593.8,1179.8,414,1426.3,167.5
2021,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1463,1394.6,68.4,1309.3,153.7
2021,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,20.7,11.7,9,17.5,3.2
2021,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1419,1413.5,5.5,1341.6,77.4
2021,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,13,12,1,13,
2021,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2022,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,18,18,,16.8,1.2
2022,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1579.7,904.8,674.9,1467.6,112.1
2022,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1696.6,1259.6,437,1503,193.6
2022,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1461.7,1394.1,67.6,1299.3,162.4
2022,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,24.9,16.7,8.2,22.6,2.3
2022,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1457.2,1450.8,6.4,1388.1,69.1
2022,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2023,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,21.2,21.2,,18.2,3
2023,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1621.1,939.1,682,1477.6,143.5
2023,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1744.7,1288.4,456.3,1542.4,202.3
2023,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1501.4,1431.2,70.2,1328.5,172.9
2023,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,25.7,14.9,10.8,21.2,4.5
2023,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1485,1479.2,5.8,1415.1,69.9
2023,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2024,Liberecký kraj,CZ051,Liberec Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,21.1,21.1,,18.1,3
2024,Liberecký kraj,CZ051,Liberec Region,Střední škola,Upper-Secondary School,1669.9,982.6,687.3,1509,160.9
2024,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1776.3,1305.5,470.8,1566.3,210
2024,Liberecký kraj,CZ051,Liberec Region,ZŠ - na 1. stupni,Basic School - Primary,1516.5,1444.2,72.3,1352.2,164.3
2024,Liberecký kraj,CZ051,Liberec Region,Vyšší odborná škola,Tertiary Professional School,26.6,15.5,11.1,25.7,0.9
2024,Liberecký kraj,CZ051,Liberec Region,Mateřská škola,Nursery School,1506.8,1501.7,5.1,1434.6,72.2
2024,Liberecký kraj,CZ051,Liberec Region,Konzervatoř,Conservatoiry,,,,,
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2560.8,1402.1,1158.7,2088.9,471.9
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1959.4,1418.9,540.5,1740.5,218.9
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1608.1,1520.2,87.9,1392.1,216
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,92.7,55.1,37.6,84.6,8.1
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1340.6,1339.2,1.4,1256.7,83.9
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2596,1423.9,1172.1,2147.8,448.2
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1961.8,1428.8,533,1713.8,248
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1619.8,1530.2,89.6,1398.7,221.1
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,88.6,53.3,35.3,79,9.6
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1295.9,1294.2,1.7,1195.6,100.3
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2615.1,1440.8,1174.3,2171.1,444
2006,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3567.5,2939.1,628.4,3132.6,434.9
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1895.9,1374.4,521.5,1624.8,271.1
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1592.3,1512.1,80.2,1373.7,218.6
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,84.7,48,36.7,77.1,7.6
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1311.2,1310.2,1,1227.6,83.6
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2007,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3581.6,2959,622.6,3112.5,469.1
2008,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3488.2,2886.5,601.7,2998.5,489.7
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3378.6,2808.3,570.3,2940.1,438.5
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3324.9,2757.2,567.7,2893.1,431.8
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3291,2738.1,552.9,2883.7,407.3
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3257.5,2712.3,545.2,2804.2,453.3
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3256.1,2706.7,549.4,2890.3,365.8
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3255.6,2716.6,539,2933.7,321.9
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3304,2750.8,553.2,3060.4,243.6
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3346.7,2783.2,563.5,3204.2,142.5
2017,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3403.4,2841.1,562.3,3257.5,145.9
2018,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3461.2,2886.7,574.5,3307,154.2
2019,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3511.5,2919.4,592.1,3310.3,201.2
2020,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3639,3036.7,602.3,3382.2,256.8
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2616.6,1445.4,1171.2,2199.7,416.9
2021,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3767.6,3117.7,649.9,3485.2,282.4
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1801.3,1313.8,487.5,1561.4,239.9
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1577.3,1494.5,82.8,1378.7,198.6
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,79.3,50,29.3,73.8,5.5
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1345.5,1344.6,0.9,1257.6,87.9
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,,,,,
2009,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2022,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3839.4,3165.8,673.6,3523.3,316.1
2023,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3923.1,3243.1,680,3569.6,353.5
2024,Královéhradecký kraj,CZ052,Hradec Králové Region,Základní škola,Basic School,3995.5,3311,684.5,3633.3,362.2
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,7.7,7.7,,2.9,4.8
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2621.8,1444.7,1177.1,2191.8,430
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1743.7,1259.4,484.3,1513.3,230.4
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1581.2,1497.8,83.4,1379.8,201.4
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,81.2,53.8,27.4,75.4,5.8
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1403.1,1400.2,2.9,1306,97.1
2010,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,6.9,6.9,,3.5,3.4
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2601.4,1437.9,1163.5,2194.9,406.5
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1699.5,1231.5,468,1476.3,223.2
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1591.5,1506.6,84.9,1407.4,184.1
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,75.2,51.2,24,71.1,4.1
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1460.9,1452.2,8.7,1346.2,114.7
2011,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,8.2,8.2,,3.4,4.8
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2507.9,1395.7,1112.2,2030.2,477.7
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1666.5,1215.7,450.8,1399,267.5
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1591,1496.6,94.4,1405.2,185.8
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,75.6,50.3,25.3,66.2,9.4
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1522.7,1515.6,7.1,1393.7,129
2012,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,11.7,11.7,,7,4.7
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2407.2,1345.7,1061.5,2092.4,314.8
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1648.6,1190.9,457.7,1450.5,198.1
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1607.5,1515.8,91.7,1439.8,167.7
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,75.8,51.5,24.3,70.3,5.5
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1550.1,1540.6,9.5,1409.5,140.6
2013,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,10,10,,5.1,4.9
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2329.9,1299.6,1030.3,2064.1,265.8
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1629.2,1182.6,446.6,1455.6,173.6
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1626.4,1534,92.4,1478.1,148.3
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,72.6,47.8,24.8,70.1,2.5
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1575.7,1567.5,8.2,1460.4,115.3
2014,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,8.8,8.8,,6.8,2
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2267.9,1271.3,996.6,2069.2,198.7
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1631.2,1181.4,449.8,1517,114.2
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1672.8,1569.4,103.4,1543.4,129.4
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,67.9,46.1,21.8,66.5,1.4
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1596.8,1589.8,7,1491.8,105
2015,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Střední škola,Upper-Secondary School,2218,1248.8,969.2,2115.2,102.8
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 2. stupni,Basic School - Lower-Secondary,1638.6,1180.4,458.2,1583.6,55
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,ZŠ - na 1. stupni,Basic School - Primary,1708.1,1602.8,105.3,1620.6,87.5
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Vyšší odborná škola,Tertiary Professional School,66.9,46.6,20.3,66.2,0.7
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Mateřská škola,Nursery School,1609.3,1602.8,6.5,1554.2,55.1
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,"Základní škola - přípravné třídy
a přípravný stupeň",Basic School - Preparatory Class,7.9,6.9,1,7.9,
2016,Královéhradecký kraj,CZ052,Hradec Králové Region,Konzervatoř,Conservatoiry,,,,,
