year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified,school_cluster_code,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2017,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1471.6,1464,7.6,1449.4,22.2,PV_MS_PT,0,25378.49,24416.93,25373.95,1.039380891,961.56
2017,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9729.5,7887.7,1841.8,9389.8,339.7,ALL,0.21,29749.54,30983.01,30005.76,0.960188894,-1233.47
2017,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,1989.5,1167.6,821.9,1921.7,67.8,SS_K,0.41,31384.46,30991.59,31221.67,1.012676458,392.86
2017,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3068.9,2588.7,480.2,2944.3,124.6,ZS_SEN_2,0.14,31211.12,31878.58,31303.36,0.97906242,-667.46
2018,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1492.4,1482,10.4,1449.2,43.2,PV_MS_PT,0.01,28542.8,27868.1,28539.4,1.024210477,674.7
2018,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9864.2,8060.1,1804.1,9491.9,372.3,ALL,0.2,32990,34275.8,33250,0.962486652,-1285.8
2018,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2005.8,1178,827.8,1946.7,59.1,SS_K,0.41,34754.4,34241.4,34544.9,1.014981864,513
2018,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3125.2,2663.5,461.7,2990.2,135,ZS_SEN_2,0.13,34427.7,35066.6,34513.3,0.981780384,-638.9
2019,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1520.2,1507.7,12.5,1479.8,40.4,PV_MS_PT,0.01,32897.1,31851.1,32887.5,1.03284031,1046
2019,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,9988.5,8189.5,1799,9597.8,390.7,ALL,0.18,38505.9,39545.1,38697.7,0.973721144,-1039.2
2019,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,1989.9,1174.1,815.8,1932.4,57.5,SS_K,0.44,40475,39322.5,39971.6,1.02930892,1152.5
2019,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3180.5,2716.8,463.7,3034.6,145.9,ZS_SEN_2,0.13,39730,40320.3,39807.5,0.985359732,-590.3
2020,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1603.5,1586.7,16.8,1523.8,79.7,PV_MS_PT,0.01,35580.6,35227.4,35576.3,1.010026286,353.2
2020,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,10417.2,8552.4,1864.8,9899.8,517.4,ALL,0.19,43166.3,44360.3,43387.4,0.973084041,-1194
2020,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2053.7,1215.9,837.8,1974.7,79,SS_K,0.43,45492.6,43656.6,44699.5,1.042055497,1836
2020,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3322.4,2838.9,483.5,3145.4,177,ZS_SEN_2,0.13,44552.3,45324.6,44653.2,0.982960688,-772.3
2021,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1643.7,1623.9,19.8,1563.5,80.2,PV_MS_PT,0.01,38242.7,38649.7,38247.5,0.989469517,-407
2021,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,10740.3,8796.8,1943.5,10142.3,598,ALL,0.19,46841.9,47824.1,47025.7,0.979462238,-982.2
2021,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2131.3,1246.7,884.6,2062.7,68.6,SS_K,0.42,49158.2,47038,48266.3,1.045074195,2120.2
2021,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3425.6,2928.4,497.2,3202.9,222.7,ZS_SEN_2,0.14,48572.9,49082,48642.7,0.989627562,-509.1
2022,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1684.7,1668.1,16.6,1589.2,95.5,PV_MS_PT,0.01,38065.3,40038,38081.3,0.950729307,-1972.7
2022,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,11052,9008.9,2043.1,10337.4,714.6,ALL,0.19,47069.6,48389,47323.6,0.972733472,-1319.4
2022,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2204.6,1286.3,918.3,2106.7,97.9,SS_K,0.42,50011,47957.5,49139.9,1.042819163,2053.5
2022,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3517.8,2986.4,531.4,3259.5,258.3,ZS_SEN_2,0.14,48801.8,49420.7,48890.5,0.987476907,-618.9
2023,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1722.6,1708,14.6,1634.3,88.3,PV_MS_PT,0.01,39562.4,41407.2,39580.4,0.955447362,-1844.8
2023,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,11410.5,9279.1,2131.4,10568.2,842.3,ALL,0.21,47890.1,49696.4,48275.6,0.963653303,-1806.3
2023,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2278.1,1318,960.1,2176.2,101.9,SS_K,0.43,51255.6,49391.7,50453.9,1.03773711,1863.9
2023,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3637.9,3084.1,553.8,3314.2,323.7,ZS_SEN_2,0.14,50436.6,50874.9,50497.9,0.99138475,-438.3
2024,Pardubický kraj,CZ053,Pardubice Region,Mateřská škola,Nursery School,1734,1719.8,14.2,1646.1,87.9,PV_MS_PT,0.01,40301.5,41155.2,40310.3,0.97925657,-853.7
2024,Pardubický kraj,CZ053,Pardubice Region,Regionální školství,All Schools,11651,9462.9,2188.1,10759.5,891.5,ALL,0.21,48649.6,50823.2,49115.1,0.95723213,-2173.6
2024,Pardubický kraj,CZ053,Pardubice Region,Střední škola,Upper-Secondary School,2357.1,1347.1,1010,2222.2,134.9,SS_K,0.44,52603.9,50789.2,51814.4,1.035730037,1814.7
2024,Pardubický kraj,CZ053,Pardubice Region,Základní škola,Basic School,3710.3,3153.1,557.2,3377.8,332.5,ZS_SEN_2,0.14,50928.3,51400.9,50994.1,0.990805608,-472.6
2010,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9978.6,7756.8,2221.8,8984.4,994.2,ALL,0.23,22950.32,24863.47,23394.7,0.92305383,-1913.15
2011,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9948.7,7761.9,2186.8,9027.6,921.1,ALL,0.22,23769.79,25519.9,24161.26,0.931421967,-1750.1
2010,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2395.2,1329.6,1065.6,2103.8,291.4,SS_VOS_K,0.39,25758.58,26662.36,26107.06,0.966102791,-903.78
2010,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3104.1,2548.6,555.5,2808,296.1,ZS_SEN_1,0.15,23776.07,24188.57,23838.23,0.982946668,-412.5
2010,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1256.1,1256.1,,1151.7,104.4,MS,0,18770.93,,18780.34,,
2011,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1295.8,1294.8,1,1190.6,105.2,MS,0,19645.81,,19657.62,,
2011,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2337.4,1312.1,1025.3,2095.3,242.1,SS_VOS_K,0.39,26430.6,26910.84,26617.33,0.982154543,-480.24
2012,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1331.6,1328.6,3,1203.4,128.2,MS,0.01,21649.65,,21707.32,,
2012,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9803.9,7702.4,2101.5,8752.9,1051,ALL,0.22,24610.61,26243.24,24967.12,0.937788283,-1632.64
2012,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2258.4,1282.7,975.7,1962.3,296.1,SS_VOS_K,0.38,26616.51,27308.99,26882.61,0.974642727,-692.48
2012,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3047.9,2512.7,535.2,2737.7,310.2,ZS_SEN_1,0.16,25268.07,25829.67,25357.78,0.978257661,-561.6
2013,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1379.8,1376.7,3.1,1259.1,120.7,MS,0.01,22026.75,,22034.35,,
2013,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9650.2,7611.5,2038.7,8806.3,843.9,ALL,0.21,24858.83,26348.25,25178.92,0.943471979,-1489.41
2013,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2148.6,1230.5,918.1,1904.5,244.1,SS_VOS_K,0.38,26678.01,27287.87,26912.48,0.977651164,-609.85
2013,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3000.7,2468.1,532.6,2765.9,234.8,ZS_SEN_1,0.16,25618.59,26104.62,25694.56,0.981381402,-486.03
2014,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1417.7,1414.8,2.9,1312,105.7,MS,0.01,22394.91,,22408.26,,
2014,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9542,7583.9,1958.1,8815.9,726.1,ALL,0.21,25266.32,26633.92,25550.6,0.948651749,-1367.61
2014,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2041.4,1165.1,876.3,1863.1,178.3,SS_VOS_K,0.38,27123.8,27541.41,27280.53,0.984837098,-417.61
2014,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,2998.6,2472.8,525.8,2780.1,218.5,ZS_SEN_1,0.16,26131.2,26590.55,26206.95,0.982725272,-459.34
2015,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1446.7,1444.7,2,1348.5,98.2,MS,0.01,22394.91,,22408.26,,
2015,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9572.3,7624.7,1947.6,8984.6,587.7,ALL,0.21,25266.32,26633.92,25550.6,0.948651749,-1367.61
2015,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1979.1,1125.7,853.4,1847.8,131.3,SS_VOS_K,0.38,27123.8,27541.41,27280.53,0.984837098,-417.61
2015,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3030,2496.1,533.9,2852.6,177.4,ZS_SEN_1,0.16,26131.2,26590.55,26206.95,0.982725272,-459.34
2016,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1449.3,1445.3,4,1396.9,52.4,MS,0.01,23861,,23901,,
2016,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9597.4,7693.1,1904.3,9294.9,302.5,ALL,0.2,27324,28909,27645,0.945172784,-1585
2016,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1920.4,1103.7,816.7,1850.1,70.3,SS_VOS_K,0.37,29315,29954,29553,0.97866729,-639
2016,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3070.3,2545,525.3,2981.5,88.8,ZS_SEN_1,0.16,28511,29015,28593,0.982629674,-504
2017,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1463.2,1460.2,3,1301.6,161.6,PV_MS_PT,0.01,25401.24,29713.5,25423.8,0.854872205,-4312.25
2017,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9620.7,7709.7,1911,9199.7,421,ALL,0.21,29217.11,30577.04,29502.59,0.95552453,-1359.93
2017,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1896.9,1079.6,817.3,1834.2,62.7,SS_K,0.47,30333.68,30154.24,30248.55,1.005950464,179.43
2017,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3092.7,2559.4,533.3,2994.5,98.2,ZS_SEN_2,0.16,30802.66,31340.49,30888.64,0.98283898,-537.83
2018,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1496,1491,5,1459.7,36.3,PV_MS_PT,0,27904,,27920.9,,
2018,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9777.4,7859.1,1918.3,9491.7,285.7,ALL,0.21,32375.5,34053.6,32724.4,0.950721803,-1678.1
2018,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1896,1087.8,808.2,1835.2,60.8,SS_K,0.47,34321.1,33805.3,34078.1,1.015257963,515.8
2018,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3159.2,2614.3,544.9,3064.9,94.3,ZS_SEN_2,0.16,34013.8,34553.6,34099.7,0.984377894,-539.8
2019,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1504.7,1500.7,4,1478.9,25.8,PV_MS_PT,0,32386.2,,32412.7,,
2019,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,9878.8,7939.3,1939.5,9598.2,280.6,ALL,0.19,38330.9,40077.9,38666.7,0.956409892,-1747
2019,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1924,1095.4,828.6,1856.8,67.2,SS_K,0.49,40210.8,39665.3,39945.8,1.013752575,545.5
2019,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3195.9,2649.8,546.1,3102.6,93.3,ZS_SEN_2,0.16,39588.9,40412.1,39717.7,0.979629863,-823.2
2020,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1595.6,1590.6,5,1554.6,41,PV_MS_PT,0.01,35297.1,36272,35302.7,0.973122519,-974.9
2020,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,10210.2,8265.6,1944.6,9847.5,362.7,ALL,0.19,42905.7,44625.2,43240,0.96146796,-1719.5
2020,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1962.2,1129.9,832.3,1875.3,86.9,SS_K,0.49,45692.7,44250,44989.1,1.03260339,1442.7
2020,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3303.7,2755.5,548.2,3187.7,116,ZS_SEN_2,0.16,44444.6,44759.5,44494.7,0.992964622,-314.9
2021,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1633,1627.7,5.3,1590.3,42.7,PV_MS_PT,0.01,37413.9,36634.6,37409,1.02127224,779.3
2021,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,10467.6,8479.5,1988.1,10040,427.6,ALL,0.2,46173,48156.6,46560.5,0.958809384,-1983.6
2021,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,1993.9,1157.9,836,1874.9,119,SS_K,0.48,49011.2,47954.9,48508,1.022026946,1056.3
2021,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3400.1,2832,568.1,3267.2,132.9,ZS_SEN_2,0.16,47926.1,48416.8,48005.2,0.989865088,-490.7
2022,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1688.4,1681.9,6.5,1636.2,52.2,PV_MS_PT,0.01,37227.1,39836.7,37240.5,0.934492566,-2609.6
2022,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,10737.8,8690.1,2047.7,10231.1,506.7,ALL,0.19,46146.6,48794.8,46652.1,0.945727823,-2648.2
2022,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2060.4,1188,872.4,1949.6,110.8,SS_K,0.48,49414.9,48584.4,49019.2,1.017093964,830.5
2022,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3473.2,2895.5,577.7,3301.4,171.8,ZS_SEN_2,0.16,47909.9,49038.7,48087.6,0.976981445,-1128.8
2023,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1719.5,1713.8,5.7,1682.2,37.3,PV_MS_PT,0.01,38474,39527.2,38479.3,0.973355057,-1053.2
2023,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,10989.5,8910.1,2079.4,10486.3,503.2,ALL,0.2,47004.8,50684,47755.5,0.927409044,-3679.2
2023,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2113.8,1218.9,894.9,1987.3,126.5,SS_K,0.48,51326.6,50222.6,50801.1,1.021982136,1104
2023,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3553.4,2968.6,584.8,3384.9,168.5,ZS_SEN_2,0.15,49801.6,51345.9,50038.1,0.969923597,-1544.3
2024,Kraj Vysočina,CZ063,Vysočina Region,Mateřská škola,Nursery School,1750.1,1744.4,5.7,1701.8,48.3,PV_MS_PT,0,39128.8,42698.2,39143.5,0.91640397,-3569.4
2024,Kraj Vysočina,CZ063,Vysočina Region,Regionální školství,All Schools,11150.4,9068.7,2081.7,10589.9,560.5,ALL,0.2,47527.3,51033.1,48237.8,0.931303409,-3505.8
2024,Kraj Vysočina,CZ063,Vysočina Region,Střední škola,Upper-Secondary School,2197.9,1292.4,905.5,2034.5,163.4,SS_K,0.47,51829.6,50428.5,51171.1,1.027783892,1401.1
2024,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3574.7,2994,580.7,3401.9,172.8,ZS_SEN_2,0.15,50064.6,51622.7,50299.5,0.969817542,-1558.1
2010,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,21114.4,16594,4520.4,19111.8,2002.6,ALL,0.2,22817.89,24496.69,23154.53,0.931468247,-1678.8
2011,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,21019.3,16617.6,4401.7,19162.4,1856.9,ALL,0.21,23986.57,25657.87,24329.31,0.934861929,-1671.3
2010,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,5298.9,3132.8,2166.1,4732.4,566.5,SS_VOS_K,0.37,25105.32,25712.67,25327.36,0.976379459,-607.35
2010,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6380.2,5271.3,1108.9,5770.9,609.3,ZS_SEN_1,0.15,23729.99,24249.57,23808.29,0.978573867,-519.57
2010,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,2695.6,2693.6,2,2485.6,210,MS,0,18784.27,,18776.14,,
2011,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,2841.8,2835.1,6.7,2579.3,262.5,MS,0,19459.84,,19454.94,,
2011,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,5137.8,3050.7,2087.1,4626.7,511.1,SS_VOS_K,0.37,26561.73,26902.02,26688.42,0.987351062,-340.28
2012,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,2954.9,2945.3,9.6,2639.2,315.7,MS,0,22078.82,,22074.58,,
2012,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,20839,16528.8,4310.2,18596.6,2242.4,ALL,0.21,24942.96,26250.32,25217.59,0.950196338,-1307.36
2012,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4958.6,2951.9,2006.7,4244.4,714.2,SS_VOS_K,0.37,27025.18,27222.73,27099.02,0.992743153,-197.55
2012,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6276.9,5201.8,1075.1,5673.8,603.1,ZS_SEN_1,0.17,25488.47,25866.68,25552.48,0.985378363,-378.21
2013,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3061.8,3052.7,9.1,2791.1,270.7,MS,0,22252.39,,22249.43,,
2013,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,20651.5,16517.8,4133.7,19039.4,1612.1,ALL,0.21,25187.88,26596.93,25480.74,0.947021997,-1409.05
2013,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4657.3,2785.1,1872.2,4199.1,458.2,SS_VOS_K,0.38,27412.53,27518.44,27452.47,0.996151575,-105.9
2013,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6293.9,5228.1,1065.8,5856.3,437.6,ZS_SEN_1,0.16,25735.16,26088.1,25793.13,0.986471254,-352.94
2014,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3132.2,3120.6,11.6,2843.6,288.6,MS,0,22493.96,,22491.17,,
2014,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,20722.4,16633.2,4089.2,19274.4,1448,ALL,0.2,25504.59,27142.99,25826.95,0.939638043,-1638.4
2014,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4481.7,2670.5,1811.2,4127.5,354.2,SS_VOS_K,0.38,27648.36,28258.67,27878.47,0.978402662,-610.31
2014,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6385.6,5309.5,1076.1,5985.2,400.4,ZS_SEN_1,0.16,26161.17,26505.65,26214.88,0.987003664,-344.48
2015,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3250,3236.8,13.2,3001.2,248.8,MS,0,22493.96,,22491.17,,
2015,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,20767.8,16811.5,3956.3,19620.4,1147.4,ALL,0.2,25504.59,27142.99,25826.95,0.939638043,-1638.4
2015,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4296.3,2597.3,1699,4034.5,261.8,SS_VOS_K,0.38,27648.36,28258.67,27878.47,0.978402662,-610.31
2015,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6449.9,5380.3,1069.6,6132.6,317.3,ZS_SEN_1,0.16,26161.17,26505.65,26214.88,0.987003664,-344.48
2016,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3286.4,3273.3,13.1,3129.4,157,MS,0,24227,,24224,,
2016,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,21029.9,17123.2,3906.7,20430.5,599.4,ALL,0.19,27737,29294,28034,0.946849184,-1557
2016,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4187.7,2529.3,1658.4,4053.7,134,SS_VOS_K,0.37,30005,30452,30170,0.985321161,-447
2016,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6617.1,5556.4,1060.7,6465.9,151.2,ZS_SEN_1,0.15,28630,28905,28672,0.990486075,-275
2017,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3319.1,3308,11.1,3218.1,101,PV_MS_PT,0,26172.48,28736.55,26181.13,0.910773444,-2564.06
2017,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,21386.3,17425.1,3961.2,20824.9,561.4,ALL,0.2,29905.81,31266.41,30173.32,0.956483731,-1360.6
2017,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4152.4,2506.1,1646.3,4052.7,99.7,SS_K,0.41,31651.96,31334.43,31521.56,1.010133418,317.52
2017,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6792,5692,1100,6612.4,179.6,ZS_SEN_2,0.15,31187.19,31454.49,31227.46,0.991502039,-267.3
2018,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3369.1,3357.7,11.4,3268.2,100.9,PV_MS_PT,0,28752.6,33031.8,28764.3,0.87045211,-4279.2
2018,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,21842.4,17858.8,3983.6,21228.4,614,ALL,0.2,33167,34871.9,33501.7,0.951109633,-1704.9
2018,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4181.1,2539.4,1641.7,4083.4,97.7,SS_K,0.41,35441.1,35051.3,35281.7,1.011120843,389.8
2018,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6983.9,5869.5,1114.4,6776.2,207.7,ZS_SEN_2,0.15,34538.5,34940.6,34598.5,0.988491898,-402.1
2019,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3426.8,3413.5,13.3,3304.4,122.4,PV_MS_PT,0,32594.5,36553.9,32611.5,0.89168324,-3959.4
2019,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,22211.7,18141.3,4070.4,21491,720.7,ALL,0.19,38475.1,40113.4,38779.9,0.959158286,-1638.3
2019,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4167.6,2516.3,1651.3,4051.5,116.1,SS_K,0.43,41223.8,40567.7,40940.3,1.016172965,656.1
2019,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,7153.3,5996.6,1156.7,6912.2,241.1,ZS_SEN_2,0.15,39673.8,39974.4,39719.1,0.992480187,-300.6
2020,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3651.6,3637.6,14,3459.6,192,PV_MS_PT,0,35340.5,40423.4,35364.7,0.874258474,-5082.9
2020,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,23195,18980.7,4214.3,22218.8,976.2,ALL,0.18,42399,43495.4,42600.1,0.974792737,-1096.4
2020,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4270.5,2584.3,1686.2,4125.9,144.6,SS_K,0.42,44515.4,42965.1,43861.1,1.036082774,1550.3
2020,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,7483.7,6272.2,1211.5,7164.4,319.3,ZS_SEN_2,0.16,43928.2,43804.7,43909,1.002819332,123.5
2021,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3743.5,3729.1,14.4,3548.7,194.8,PV_MS_PT,0.01,37851.2,43210,37882.5,0.875982411,-5358.8
2021,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,23933.6,19523.2,4410.4,22757.2,1176.4,ALL,0.18,45957.6,47357.6,46209.3,0.970437691,-1400
2021,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4385.4,2639.5,1745.9,4211.2,174.2,SS_K,0.4,48385.6,47099.2,47868.6,1.027312566,1286.4
2021,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,7745.3,6468.2,1277.1,7342.2,403.1,ZS_SEN_2,0.16,47664.1,47608.9,47655.5,1.001159447,55.2
2022,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3842.9,3825.8,17.1,3635.2,207.7,PV_MS_PT,0.01,38170.4,47116.7,38217.6,0.810124648,-8946.3
2022,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,24768.2,20203.4,4564.8,23605.1,1163.1,ALL,0.18,46111.2,47867.1,46432.7,0.963317184,-1755.9
2022,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4483.4,2721.2,1762.2,4295.4,188,SS_K,0.41,48703.7,47465.7,48198.9,1.026081992,1238
2022,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,8056.4,6713.3,1343.1,7673.4,383,ZS_SEN_2,0.15,47690.9,48119.4,47757.3,0.991095068,-428.5
2023,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3928.3,3909.2,19.1,3720.6,207.7,PV_MS_PT,0.01,39363.3,45580,39400.2,0.863609039,-6216.7
2023,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,25742.6,20978,4764.6,24356.1,1386.5,ALL,0.2,47012,49650.4,47531.3,0.946860448,-2638.4
